SCHOOL_NAME,SCHOOL_TYPE,YEAR,LOCATION,ENROLMENT,PERCENT_ESL,PERCENT_SPECIAL_NEEDS,PERCENT_FRENCH_IMM,AVERAGE_EXAM_MARK,PERCENT_EXAMS_FAILED,PERCENT_GRAD,PERCENT_DELAYED,OVERALL
W J Mouat,Public,2019,Abbotsford,Gr 12 enrolment: 379,4.6,10.7,26.1,66.3,12.2,96.3,11.7,4.9
Yale,Public,2015,Abbotsford,Gr 12 enrolment: 325,0.9,11.1,0.0,70.8,5.9,96.8,12.3,6.6
Yale,Public,2016,Abbotsford,Gr 12 enrolment: 325,0.9,11.1,0.0,71.3,7.2,97.6,11,6.8
Yale,Public,2017,Abbotsford,Gr 12 enrolment: 325,0.9,11.1,0.0,68.7,9,97,13.9,6.4
Yale,Public,2018,Abbotsford,Gr 12 enrolment: 325,0.9,11.1,0.0,71,6.5,98.8,7.9,6.4
Yale,Public,2019,Abbotsford,Gr 12 enrolment: 325,0.9,11.1,0.0,70.9,7.2,98,0,6.8
Grand Forks,Public,2015,Grand Forks,Gr 12 enrolment: 75,0.0,18.3,0.0,68.7,7.1,98.4,5.4,6.8
Grand Forks,Public,2016,Grand Forks,Gr 12 enrolment: 75,0.0,18.3,0.0,71.8,3.7,96.6,3.3,7.3
Grand Forks,Public,2017,Grand Forks,Gr 12 enrolment: 75,0.0,18.3,0.0,69.8,3.8,98.1,6.7,7.1
Grand Forks,Public,2018,Grand Forks,Gr 12 enrolment: 75,0.0,18.3,0.0,73.6,4.4,100,6.7,7.7
Grand Forks,Public,2019,Grand Forks,Gr 12 enrolment: 75,0.0,18.3,0.0,70.1,2.9,100,5.4,8.2
Aberdeen Hall,Independent,2015,Kelowna,Gr 12 enrolment: 44,0.0,9.7,0.0,75.6,3.9,100,0,7.7
Aberdeen Hall,Independent,2016,Kelowna,Gr 12 enrolment: 44,0.0,9.7,0.0,78.8,2,100,4,8.1
Aberdeen Hall,Independent,2017,Kelowna,Gr 12 enrolment: 44,0.0,9.7,0.0,73,5.3,100,0.9,7
Aberdeen Hall,Independent,2018,Kelowna,Gr 12 enrolment: 44,0.0,9.7,0.0,75.3,2,100,0.8,7.9
Aberdeen Hall,Independent,2019,Kelowna,Gr 12 enrolment: 44,0.0,9.7,0.0,74.7,2.4,100,3.5,7.9
George Elliot,Public,2015,Winfield,Gr 12 enrolment: 161,0.3,13.1,0.0,67.8,7.9,98.6,1.7,6.8
George Elliot,Public,2016,Winfield,Gr 12 enrolment: 161,0.3,13.1,0.0,67,8,99.2,10.1,6.4
George Elliot,Public,2017,Winfield,Gr 12 enrolment: 161,0.3,13.1,0.0,66.7,6,99.2,3.6,7.4
George Elliot,Public,2018,Winfield,Gr 12 enrolment: 161,0.3,13.1,0.0,71.8,7.4,98.2,4.3,7.3
George Elliot,Public,2019,Winfield,Gr 12 enrolment: 161,0.3,13.1,0.0,71.7,4.5,98.6,3,7.1
Immaculata,Independent,2015,Kelowna,Gr 12 enrolment: 45,0.4,6.3,0.8,73.8,6.7,100,5.3,7.2
Immaculata,Independent,2016,Kelowna,Gr 12 enrolment: 45,0.4,6.3,0.8,73.4,7.8,95,0,6.4
Immaculata,Independent,2017,Kelowna,Gr 12 enrolment: 45,0.4,6.3,0.8,69,9.3,100,0.8,7.4
Immaculata,Independent,2018,Kelowna,Gr 12 enrolment: 45,0.4,6.3,0.8,68.1,12.8,97.3,6.6,5.8
Immaculata,Independent,2019,Kelowna,Gr 12 enrolment: 45,0.4,6.3,0.8,74.4,2.6,97.7,0,7.9
Kelowna,Public,2015,Kelowna,Gr 12 enrolment: 551,1.3,8.3,21.3,69.8,7.1,97.9,5.6,6.9
Kelowna,Public,2016,Kelowna,Gr 12 enrolment: 551,1.3,8.3,21.3,70.1,7.1,98.5,3.1,7.1
Kelowna,Public,2017,Kelowna,Gr 12 enrolment: 551,1.3,8.3,21.3,69.2,6.5,99,1.4,7.2
Kelowna,Public,2018,Kelowna,Gr 12 enrolment: 551,1.3,8.3,21.3,71.2,5.4,98.6,2.1,7.2
Kelowna,Public,2019,Kelowna,Gr 12 enrolment: 551,1.3,8.3,21.3,69.5,4.2,98.9,0.8,7
Mount Boucherie,Public,2015,West Kelowna,Gr 12 enrolment: 416,0.5,12.5,0.0,65.9,10.9,98.9,4.9,5.8
Mount Boucherie,Public,2016,West Kelowna,Gr 12 enrolment: 416,0.5,12.5,0.0,65.3,14.5,98.9,4.6,5.7
Mount Boucherie,Public,2017,West Kelowna,Gr 12 enrolment: 416,0.5,12.5,0.0,65.6,11,98.2,2.2,6.5
Mount Boucherie,Public,2018,West Kelowna,Gr 12 enrolment: 416,0.5,12.5,0.0,70,6.7,97.6,4.7,6.8
Mount Boucherie,Public,2019,West Kelowna,Gr 12 enrolment: 416,0.5,12.5,0.0,67.9,8.5,98.2,3.7,6.8
Okanagan Mission,Public,2015,Kelowna,Gr 12 enrolment: 253,0.8,10.0,0.1,76.9,2.9,99,0,8.4
Okanagan Mission,Public,2016,Kelowna,Gr 12 enrolment: 253,0.8,10.0,0.1,76.4,3.6,99,0,8.3
Okanagan Mission,Public,2017,Kelowna,Gr 12 enrolment: 253,0.8,10.0,0.1,72.7,3.9,99.1,0.4,8
Okanagan Mission,Public,2018,Kelowna,Gr 12 enrolment: 253,0.8,10.0,0.1,75.5,3.6,99.5,0.3,7.9
Okanagan Mission,Public,2019,Kelowna,Gr 12 enrolment: 253,0.8,10.0,0.1,74.2,2.6,99.1,2.8,7.5
Rutland,Public,2015,Kelowna,Gr 12 enrolment: 390,2.6,12.7,0.1,65.4,11.2,97.7,6,5.6
Rutland,Public,2016,Kelowna,Gr 12 enrolment: 390,2.6,12.7,0.1,64.7,13.8,97.7,9.3,5.4
Rutland,Public,2017,Kelowna,Gr 12 enrolment: 390,2.6,12.7,0.1,66.2,8.8,96.2,10.4,6
Rutland,Public,2018,Kelowna,Gr 12 enrolment: 390,2.6,12.7,0.1,66.7,9.4,97.9,9.7,5.7
Rutland,Public,2019,Kelowna,Gr 12 enrolment: 390,2.6,12.7,0.1,66.3,9,97.4,6.8,6.1
Chilliwack,Public,2015,Chilliwack,Gr 12 enrolment: 391,2.0,15.8,0.0,64,13.4,86.7,27.3,4
Chilliwack,Public,2016,Chilliwack,Gr 12 enrolment: 391,2.0,15.8,0.0,63.6,15.1,91,27.4,4.2
Chilliwack,Public,2017,Chilliwack,Gr 12 enrolment: 391,2.0,15.8,0.0,67,7.2,91.1,22.6,5.2
Chilliwack,Public,2018,Chilliwack,Gr 12 enrolment: 391,2.0,15.8,0.0,67.5,10.1,89.7,26.9,4.6
Chilliwack,Public,2019,Chilliwack,Gr 12 enrolment: 391,2.0,15.8,0.0,67.1,9.1,93.7,28.8,5
GW Graham,Public,2015,Chilliwack,Gr 12 enrolment: 228,0.7,13.1,0.0,68.3,6.8,87.9,27.4,5.4
GW Graham,Public,2016,Chilliwack,Gr 12 enrolment: 228,0.7,13.1,0.0,68.7,7.1,94,12.6,6.5
GW Graham,Public,2017,Chilliwack,Gr 12 enrolment: 228,0.7,13.1,0.0,71.3,3,96.7,10.1,8
GW Graham,Public,2018,Chilliwack,Gr 12 enrolment: 228,0.7,13.1,0.0,72.7,1.9,96.6,7.7,8
GW Graham,Public,2019,Chilliwack,Gr 12 enrolment: 228,0.7,13.1,0.0,70.2,5,94.8,9.3,6
Sardis,Public,2015,Chilliwack,Gr 12 enrolment: 410,1.1,12.4,16.9,68.4,9.2,94.1,16.4,6
Sardis,Public,2016,Chilliwack,Gr 12 enrolment: 410,1.1,12.4,16.9,68.7,9.4,94.8,15,6.3
Sardis,Public,2017,Chilliwack,Gr 12 enrolment: 410,1.1,12.4,16.9,69,5,94.5,14.3,7
Sardis,Public,2018,Chilliwack,Gr 12 enrolment: 410,1.1,12.4,16.9,70.7,4,97.5,8.8,7.5
Sardis,Public,2019,Chilliwack,Gr 12 enrolment: 410,1.1,12.4,16.9,68.6,7.1,99.2,4.2,6.8
Agassiz,Public,2015,Agassiz,Gr 12 enrolment: 53,1.6,14.0,0.0,63.6,17.4,100,10.1,5.5
Agassiz,Public,2016,Agassiz,Gr 12 enrolment: 53,1.6,14.0,0.0,64.8,10.9,100,15.8,5.9
Agassiz,Public,2017,Agassiz,Gr 12 enrolment: 53,1.6,14.0,0.0,69.8,6.3,89.4,27.6,6.2
Agassiz,Public,2018,Agassiz,Gr 12 enrolment: 53,1.6,14.0,0.0,72.1,0,100,9.4,8.6
Agassiz,Public,2019,Agassiz,Gr 12 enrolment: 53,1.6,14.0,0.0,66.6,7.6,90.2,9,6
Hope,Public,2015,Hope,Gr 12 enrolment: 62,2.2,16.6,0.0,64.5,14.6,91.9,24.6,4.5
Hope,Public,2016,Hope,Gr 12 enrolment: 62,2.2,16.6,0.0,65.9,13.4,95.7,36.1,4.8
Hope,Public,2017,Hope,Gr 12 enrolment: 62,2.2,16.6,0.0,67.8,15.4,96.2,37.9,5.8
Hope,Public,2018,Hope,Gr 12 enrolment: 62,2.2,16.6,0.0,68.7,2.7,100,5.4,7.6
Hope,Public,2019,Hope,Gr 12 enrolment: 62,2.2,16.6,0.0,68.5,2.6,100,19.6,6.8
L V Rogers,Public,2015,Nelson,Gr 12 enrolment: 156,0.1,9.9,16.3,70.1,7.3,94.5,17.2,6.3
L V Rogers,Public,2016,Nelson,Gr 12 enrolment: 156,0.1,9.9,16.3,71.6,5.8,92.1,18.1,6.6
L V Rogers,Public,2017,Nelson,Gr 12 enrolment: 156,0.1,9.9,16.3,72.5,5.1,92.8,19.9,6.6
L V Rogers,Public,2018,Nelson,Gr 12 enrolment: 156,0.1,9.9,16.3,72.6,6.3,96.1,18.4,6.8
L V Rogers,Public,2019,Nelson,Gr 12 enrolment: 156,0.1,9.9,16.3,69.3,7,94.2,13,6.3
Mount Sentinel,Public,2015,South Slocan,Gr 12 enrolment: 41,0.0,9.3,0.0,65.2,13,100,19.2,4.2
Mount Sentinel,Public,2016,South Slocan,Gr 12 enrolment: 41,0.0,9.3,0.0,65.3,9.8,96.1,5.4,5
Mount Sentinel,Public,2017,South Slocan,Gr 12 enrolment: 41,0.0,9.3,0.0,61.1,18,93.9,19.1,2.6
Mount Sentinel,Public,2018,South Slocan,Gr 12 enrolment: 41,0.0,9.3,0.0,72.7,1.9,100,9.8,7.4
Mount Sentinel,Public,2019,South Slocan,Gr 12 enrolment: 41,0.0,9.3,0.0,64.8,8.6,100,11.7,4.2
Prince Charles,Public,2015,Creston,Gr 12 enrolment: 96,0.4,12.9,0.0,65.8,13.8,91.2,36.5,3.9
Prince Charles,Public,2016,Creston,Gr 12 enrolment: 96,0.4,12.9,0.0,68.4,9.5,91.7,30.7,5.1
Prince Charles,Public,2017,Creston,Gr 12 enrolment: 96,0.4,12.9,0.0,63.6,13.5,98.8,18.7,4.7
Prince Charles,Public,2018,Creston,Gr 12 enrolment: 96,0.4,12.9,0.0,67.4,9.1,97.8,25.7,4.5
Prince Charles,Public,2019,Creston,Gr 12 enrolment: 96,0.4,12.9,0.0,68.4,4.5,97.7,2.5,6.6
J Lloyd Crowe,Public,2015,Trail,Gr 12 enrolment: 172,0.0,10.2,5.5,67.7,10.3,98.3,6.4,6.6
J Lloyd Crowe,Public,2016,Trail,Gr 12 enrolment: 172,0.0,10.2,5.5,69.3,7.3,100,6.1,7.1
J Lloyd Crowe,Public,2017,Trail,Gr 12 enrolment: 172,0.0,10.2,5.5,70,3.9,95,10.7,7.5
J Lloyd Crowe,Public,2018,Trail,Gr 12 enrolment: 172,0.0,10.2,5.5,73.1,4.6,96.5,10.5,7.2
J Lloyd Crowe,Public,2019,Trail,Gr 12 enrolment: 172,0.0,10.2,5.5,72.2,0.7,98.8,3.3,8
Stanley Humphries,Public,2015,Castlegar,Gr 12 enrolment: 110,0.0,14.3,19.0,65.8,11.8,97.9,11.1,5.4
Stanley Humphries,Public,2016,Castlegar,Gr 12 enrolment: 110,0.0,14.3,19.0,66.8,11.6,99.1,15.2,6
Stanley Humphries,Public,2017,Castlegar,Gr 12 enrolment: 110,0.0,14.3,19.0,68.6,3.8,96.3,13.5,7.1
Stanley Humphries,Public,2018,Castlegar,Gr 12 enrolment: 110,0.0,14.3,19.0,68.2,11.3,94.1,12.2,5.2
Stanley Humphries,Public,2019,Castlegar,Gr 12 enrolment: 110,0.0,14.3,19.0,67.6,8.4,100,0.2,5.4
Aldergrove,Public,2015,Aldergrove,Gr 12 enrolment: 158,1.5,15.8,0.0,65.4,13.1,90.8,25.6,4.3
Aldergrove,Public,2016,Aldergrove,Gr 12 enrolment: 158,1.5,15.8,0.0,64.3,15.2,93.7,16.5,4.6
Aldergrove,Public,2017,Aldergrove,Gr 12 enrolment: 158,1.5,15.8,0.0,65.5,9.7,88.1,24,4.9
Aldergrove,Public,2018,Aldergrove,Gr 12 enrolment: 158,1.5,15.8,0.0,62.5,19.6,88,20.1,3.6
Aldergrove,Public,2019,Aldergrove,Gr 12 enrolment: 158,1.5,15.8,0.0,60.6,17.7,95.2,11.5,4.1
Brookswood,Public,2015,Langley,Gr 12 enrolment: 214,0.0,14.2,22.6,65.2,11.1,98.9,10.9,5.9
Brookswood,Public,2016,Langley,Gr 12 enrolment: 214,0.0,14.2,22.6,65.4,12.7,96.6,9.5,5.8
Brookswood,Public,2017,Langley,Gr 12 enrolment: 214,0.0,14.2,22.6,66.4,6.8,94.5,10.2,6.5
Brookswood,Public,2018,Langley,Gr 12 enrolment: 214,0.0,14.2,22.6,65.4,9.1,96.2,16.7,5.3
Brookswood,Public,2019,Langley,Gr 12 enrolment: 214,0.0,14.2,22.6,67.5,7.2,95.5,7.7,6.2
Credo Christian,Independent,2015,Langley,Gr 12 enrolment: 61,0.0,6.6,0.0,76,3.9,100,2.2,7.9
Credo Christian,Independent,2016,Langley,Gr 12 enrolment: 61,0.0,6.6,0.0,74.5,1.2,100,0,8
Credo Christian,Independent,2017,Langley,Gr 12 enrolment: 61,0.0,6.6,0.0,66.2,3.4,98.4,1.3,7.3
Credo Christian,Independent,2018,Langley,Gr 12 enrolment: 61,0.0,6.6,0.0,67.8,3.6,96.4,1.5,6.3
Credo Christian,Independent,2019,Langley,Gr 12 enrolment: 61,0.0,6.6,0.0,68.6,3.6,98.3,3.2,7
D W Poppy,Public,2015,Langley,Gr 12 enrolment: 204,0.0,18.8,0.0,65.1,12.9,88.7,21.5,4.1
D W Poppy,Public,2016,Langley,Gr 12 enrolment: 204,0.0,18.8,0.0,64.9,14.3,90.4,12.1,4.7
D W Poppy,Public,2017,Langley,Gr 12 enrolment: 204,0.0,18.8,0.0,66,15.8,91.6,23.7,4.9
D W Poppy,Public,2018,Langley,Gr 12 enrolment: 204,0.0,18.8,0.0,65.6,16.3,94,14.6,4.2
D W Poppy,Public,2019,Langley,Gr 12 enrolment: 204,0.0,18.8,0.0,66.5,10.7,95.9,12,5.1
Langley,Public,2015,Langley,Gr 12 enrolment: 250,4.6,15.4,0.0,62.3,18.8,95.7,27,3.8
Langley,Public,2016,Langley,Gr 12 enrolment: 250,4.6,15.4,0.0,60.3,22.5,94.5,24.1,3.2
Langley,Public,2017,Langley,Gr 12 enrolment: 250,4.6,15.4,0.0,60.3,22,95.4,24.6,3
Langley,Public,2018,Langley,Gr 12 enrolment: 250,4.6,15.4,0.0,61.8,22.1,91.1,27.1,2.3
Langley,Public,2019,Langley,Gr 12 enrolment: 250,4.6,15.4,0.0,62.8,19.8,96.6,20.2,2.8
Langley Christian,Independent,2015,Langley,Gr 12 enrolment: 76,0.0,7.2,0.0,71.8,7.1,100,3.3,7.2
Langley Christian,Independent,2016,Langley,Gr 12 enrolment: 76,0.0,7.2,0.0,71.6,5.7,97.2,3.1,7
Langley Christian,Independent,2017,Langley,Gr 12 enrolment: 76,0.0,7.2,0.0,70.2,6.8,98.7,2.1,7.1
Langley Christian,Independent,2018,Langley,Gr 12 enrolment: 76,0.0,7.2,0.0,68,11.4,98.6,8.7,5.9
Langley Christian,Independent,2019,Langley,Gr 12 enrolment: 76,0.0,7.2,0.0,70.8,2.7,100,4.2,7.1
Langley Fine Arts,Public,2015,Fort Langley,Gr 12 enrolment: 112,1.3,6.8,0.0,72.4,3.7,94.8,7.1,7.5
Langley Fine Arts,Public,2016,Fort Langley,Gr 12 enrolment: 112,1.3,6.8,0.0,71,5.9,98.9,4.8,7.1
Langley Fine Arts,Public,2017,Fort Langley,Gr 12 enrolment: 112,1.3,6.8,0.0,72,10.2,99,0.9,6.1
Langley Fine Arts,Public,2018,Fort Langley,Gr 12 enrolment: 112,1.3,6.8,0.0,74.6,5.4,98.2,4.9,7.6
Langley Fine Arts,Public,2019,Fort Langley,Gr 12 enrolment: 112,1.3,6.8,0.0,73.7,7.3,99.1,3.8,6.9
Langley Fundamental,Public,2015,Langley,Gr 12 enrolment: 105,0.1,11.5,0.0,69.8,7.3,98,7.1,7.1
Langley Fundamental,Public,2016,Langley,Gr 12 enrolment: 105,0.1,11.5,0.0,70.4,8,94.7,7.6,6.3
Langley Fundamental,Public,2017,Langley,Gr 12 enrolment: 105,0.1,11.5,0.0,69.1,9,97.1,1,7.2
Langley Fundamental,Public,2018,Langley,Gr 12 enrolment: 105,0.1,11.5,0.0,78.3,1,97.1,3.3,8.8
Langley Fundamental,Public,2019,Langley,Gr 12 enrolment: 105,0.1,11.5,0.0,72.6,4.8,100,3.9,7.8
R. E. Mountain,Public,2015,Langley,Gr 12 enrolment: 273,3.7,10.0,0.0,69.1,11,96.6,4.4,6.4
R. E. Mountain,Public,2016,Langley,Gr 12 enrolment: 273,3.7,10.0,0.0,70.5,8.2,98.3,7.4,6.8
R. E. Mountain,Public,2017,Langley,Gr 12 enrolment: 273,3.7,10.0,0.0,66.2,17.2,98,10.8,5.1
R. E. Mountain,Public,2018,Langley,Gr 12 enrolment: 273,3.7,10.0,0.0,70,8.6,98.3,7.5,6.4
R. E. Mountain,Public,2019,Langley,Gr 12 enrolment: 273,3.7,10.0,0.0,67.9,8.2,98.9,9.7,6
Walnut Grove,Public,2015,Langley,Gr 12 enrolment: 390,0.8,11.6,17.0,69.5,7.4,97.9,3.4,6.9
Walnut Grove,Public,2016,Langley,Gr 12 enrolment: 390,0.8,11.6,17.0,69.8,8,96.7,6.6,6.8
Walnut Grove,Public,2017,Langley,Gr 12 enrolment: 390,0.8,11.6,17.0,69.5,10.6,96.1,7.8,6.4
Walnut Grove,Public,2018,Langley,Gr 12 enrolment: 390,0.8,11.6,17.0,73.1,4.5,96.6,5.1,7.7
Walnut Grove,Public,2019,Langley,Gr 12 enrolment: 390,0.8,11.6,17.0,72.4,3.1,98.1,0.4,7.6
Mission,Public,2015,Mission,Gr 12 enrolment: 374,2.4,12.5,5.2,n/a,n/a,n/a,n/a,n/a
Mission,Public,2016,Mission,Gr 12 enrolment: 374,2.4,12.5,5.2,64.1,14.9,89.5,37,4.2
Mission,Public,2017,Mission,Gr 12 enrolment: 374,2.4,12.5,5.2,64.3,11.6,91.9,31.4,4.4
Mission,Public,2018,Mission,Gr 12 enrolment: 374,2.4,12.5,5.2,65.7,12.2,91.9,20.8,4.9
Mission,Public,2019,Mission,Gr 12 enrolment: 374,2.4,12.5,5.2,65.8,11.3,94.2,17.9,5
Merritt,Public,2015,Merritt,Gr 12 enrolment: 103,0.0,16.0,6.1,61.4,18.6,90.9,12.2,3.5
Merritt,Public,2016,Merritt,Gr 12 enrolment: 103,0.0,16.0,6.1,60.5,21.5,92.4,23.1,3.5
Merritt,Public,2017,Merritt,Gr 12 enrolment: 103,0.0,16.0,6.1,56.5,32.1,94.1,20.4,2.5
Merritt,Public,2018,Merritt,Gr 12 enrolment: 103,0.0,16.0,6.1,64,11.2,99,16.5,4.6
Merritt,Public,2019,Merritt,Gr 12 enrolment: 103,0.0,16.0,6.1,65.2,9.6,100,9,4.9
Similkameen,Public,2015,Keremeos,Gr 12 enrolment: 45,1.2,22.1,0.0,67.8,9.7,93.8,23.2,5.4
Similkameen,Public,2016,Keremeos,Gr 12 enrolment: 45,1.2,22.1,0.0,67.7,7.8,97.7,29.1,6.2
Similkameen,Public,2017,Keremeos,Gr 12 enrolment: 45,1.2,22.1,0.0,62.1,17.9,100,13.1,3.8
Similkameen,Public,2018,Keremeos,Gr 12 enrolment: 45,1.2,22.1,0.0,70.8,8.3,94.7,23.6,5.4
Similkameen,Public,2019,Keremeos,Gr 12 enrolment: 45,1.2,22.1,0.0,65.3,7,100,4.9,5.5
Southern Okanagan,Public,2015,Oliver,Gr 12 enrolment: 90,0.0,19.5,0.0,68.4,9.2,97.6,15.6,6.1
Southern Okanagan,Public,2016,Oliver,Gr 12 enrolment: 90,0.0,19.5,0.0,69.9,7.3,96,11.2,6.5
Southern Okanagan,Public,2017,Oliver,Gr 12 enrolment: 90,0.0,19.5,0.0,66.8,11.2,96.5,11.7,6.1
Southern Okanagan,Public,2018,Oliver,Gr 12 enrolment: 90,0.0,19.5,0.0,67,9.8,93.7,20.4,4.5
Southern Okanagan,Public,2019,Oliver,Gr 12 enrolment: 90,0.0,19.5,0.0,63.6,10.9,100,10.6,5.6
Penticton,Public,2015,Penticton,Gr 12 enrolment: 261,0.6,10.1,19.1,69.5,7,96.9,23.4,6.3
Penticton,Public,2016,Penticton,Gr 12 enrolment: 261,0.6,10.1,19.1,69.6,9.1,98.8,16.9,6.7
Penticton,Public,2017,Penticton,Gr 12 enrolment: 261,0.6,10.1,19.1,69.5,6.9,95.5,19.2,6.8
Penticton,Public,2018,Penticton,Gr 12 enrolment: 261,0.6,10.1,19.1,72.3,6.1,95.1,21.4,6.7
Penticton,Public,2019,Penticton,Gr 12 enrolment: 261,0.6,10.1,19.1,68.9,6.4,98.5,9.6,6.2
Princess Margaret,Public,2015,Penticton,Gr 12 enrolment: 113,0.0,14.1,0.0,71.9,5.8,100,12.7,7.2
Princess Margaret,Public,2016,Penticton,Gr 12 enrolment: 113,0.0,14.1,0.0,70.2,7.4,99.1,16.6,7.1
Princess Margaret,Public,2017,Penticton,Gr 12 enrolment: 113,0.0,14.1,0.0,69.6,5.6,95.9,14.4,5.9
Princess Margaret,Public,2018,Penticton,Gr 12 enrolment: 113,0.0,14.1,0.0,68.1,9.4,95.8,13,6.7
Princess Margaret,Public,2019,Penticton,Gr 12 enrolment: 113,0.0,14.1,0.0,69.1,8.1,99,3.5,5.5
Summerland,Public,2015,Summerland,Gr 12 enrolment: 115,0.0,14.3,23.8,68.1,8.1,100,6.8,6.4
Summerland,Public,2016,Summerland,Gr 12 enrolment: 115,0.0,14.3,23.8,70.5,7.3,100,7.1,7.4
Summerland,Public,2017,Summerland,Gr 12 enrolment: 115,0.0,14.3,23.8,70.5,4.3,100,4.7,7.9
Summerland,Public,2018,Summerland,Gr 12 enrolment: 115,0.0,14.3,23.8,71.9,5,100,1.1,7.6
Summerland,Public,2019,Summerland,Gr 12 enrolment: 115,0.0,14.3,23.8,66.8,8,100,1.6,6.4
Elkford,Public,2015,Elkford,Gr 12 enrolment: 40,2.0,16.5,0.0,n/a,n/a,n/a,n/a,n/a
Elkford,Public,2016,Elkford,Gr 12 enrolment: 40,2.0,16.5,0.0,67.5,8.5,95.2,15.9,6
Elkford,Public,2017,Elkford,Gr 12 enrolment: 40,2.0,16.5,0.0,n/a,n/a,n/a,n/a,n/a
Elkford,Public,2018,Elkford,Gr 12 enrolment: 40,2.0,16.5,0.0,n/a,n/a,n/a,n/a,n/a
Elkford,Public,2019,Elkford,Gr 12 enrolment: 40,2.0,16.5,0.0,63.9,6.5,94.6,10.2,4.6
Fernie,Public,2015,Fernie,Gr 12 enrolment: 61,2.7,10.2,28.5,66.5,9,98.1,20,6.2
Fernie,Public,2016,Fernie,Gr 12 enrolment: 61,2.7,10.2,28.5,67.6,8.9,100,20.7,5.8
Fernie,Public,2017,Fernie,Gr 12 enrolment: 61,2.7,10.2,28.5,67.3,3.4,96.5,13.5,6.9
Fernie,Public,2018,Fernie,Gr 12 enrolment: 61,2.7,10.2,28.5,70.9,4.4,100,11.6,7.8
Fernie,Public,2019,Fernie,Gr 12 enrolment: 61,2.7,10.2,28.5,67.9,4.7,100,5.9,5.2
Mount Baker,Public,2015,Cranbrook,Gr 12 enrolment: 257,0.4,14.4,6.2,66.9,8.9,99.2,8.2,6.8
Mount Baker,Public,2016,Cranbrook,Gr 12 enrolment: 257,0.4,14.4,6.2,66.4,10.6,96.8,16.9,6.1
Mount Baker,Public,2017,Cranbrook,Gr 12 enrolment: 257,0.4,14.4,6.2,66.2,9.6,99.2,5.1,6.6
Mount Baker,Public,2018,Cranbrook,Gr 12 enrolment: 257,0.4,14.4,6.2,68,8.7,97.8,9.7,6.7
Mount Baker,Public,2019,Cranbrook,Gr 12 enrolment: 257,0.4,14.4,6.2,66.4,8.8,99.6,7.3,6.7
Sparwood,Public,2015,Sparwood,Gr 12 enrolment: 40,0.8,17.2,0.0,61.6,16.8,97,10.3,4.7
Sparwood,Public,2016,Sparwood,Gr 12 enrolment: 40,0.8,17.2,0.0,66,9.1,97.4,0.7,6.7
Sparwood,Public,2017,Sparwood,Gr 12 enrolment: 40,0.8,17.2,0.0,57,29.7,100,4.7,2.1
Sparwood,Public,2018,Sparwood,Gr 12 enrolment: 40,0.8,17.2,0.0,n/a,n/a,n/a,n/a,n/a
Sparwood,Public,2019,Sparwood,Gr 12 enrolment: 40,0.8,17.2,0.0,65.2,6.4,95,11.3,4.9
Charles Bloom,Public,2015,Lumby,Gr 12 enrolment: 56,0.0,12.2,0.0,60.4,22.4,94.9,26.9,3.7
Charles Bloom,Public,2016,Lumby,Gr 12 enrolment: 56,0.0,12.2,0.0,59.7,24.5,93.8,21.4,3.2
Charles Bloom,Public,2017,Lumby,Gr 12 enrolment: 56,0.0,12.2,0.0,60.3,18.4,91.5,34.5,3.1
Charles Bloom,Public,2018,Lumby,Gr 12 enrolment: 56,0.0,12.2,0.0,64.3,13.2,97.4,12.7,5.1
Charles Bloom,Public,2019,Lumby,Gr 12 enrolment: 56,0.0,12.2,0.0,67.7,10.2,100,15.2,5.6
Clarence Fulton,Public,2015,Vernon,Gr 12 enrolment: 137,0.0,11.9,0.0,65.3,14,98.4,6.4,5.2
Clarence Fulton,Public,2016,Vernon,Gr 12 enrolment: 137,0.0,11.9,0.0,65,10.6,97.3,10,5.8
Clarence Fulton,Public,2017,Vernon,Gr 12 enrolment: 137,0.0,11.9,0.0,64.2,11.5,98.5,14.6,5.4
Clarence Fulton,Public,2018,Vernon,Gr 12 enrolment: 137,0.0,11.9,0.0,69.5,8.1,98.3,3.4,7
Clarence Fulton,Public,2019,Vernon,Gr 12 enrolment: 137,0.0,11.9,0.0,66.2,6.4,97.2,14,6.2
Kalamalka,Public,2015,Vernon,Gr 12 enrolment: 112,0.0,9.8,0.0,71.2,6.8,96.5,5,6.8
Kalamalka,Public,2016,Vernon,Gr 12 enrolment: 112,0.0,9.8,0.0,71.2,8.1,95.1,8.9,6.7
Kalamalka,Public,2017,Vernon,Gr 12 enrolment: 112,0.0,9.8,0.0,69.4,7.7,98.2,9.7,7
Kalamalka,Public,2018,Vernon,Gr 12 enrolment: 112,0.0,9.8,0.0,71.7,5.2,100,5.6,6.6
Kalamalka,Public,2019,Vernon,Gr 12 enrolment: 112,0.0,9.8,0.0,70.2,2.7,100,17.7,6.9
Vernon,Public,2015,Vernon,Gr 12 enrolment: 194,0.5,8.4,0.0,67.5,10.8,98.8,4.3,5.9
Vernon,Public,2016,Vernon,Gr 12 enrolment: 194,0.5,8.4,0.0,69.2,8.7,97.8,10.1,6.5
Vernon,Public,2017,Vernon,Gr 12 enrolment: 194,0.5,8.4,0.0,69.6,5.3,97.8,15,6.9
Vernon,Public,2018,Vernon,Gr 12 enrolment: 194,0.5,8.4,0.0,71.3,7.1,100,8,7.3
